크기,무게(ton),속도(km_h),색상,제로백(sec),차량발매연도,정지거리(m)
소형,1.01,106.4,검은색,23.0,2013,53.732
대형,1.49,72.8,분홍색,23.6,2017,54.236
소형,0.9,82.2,푸른색,9.8,2020,36.99
중형,1.25,124.0,검은색,7.8,2012,77.5
중형,1.05,93.4,붉은색,9.0,2015,49.035
중형,1.11,95.6,초록색,19.2,2013,53.058
소형,1.06,94.7,흰색,17.2,2009,50.191
소형,1.08,87.8,붉은색,28.1,2008,47.412
소형,1.04,94.4,초록색,16.1,2006,49.088
중형,1.11,124.6,붉은색,29.6,2019,69.153
대형,1.48,85.2,붉은색,25.1,2015,63.048
중형,1.09,111.8,회색,15.3,2019,60.931
중형,1.28,111.5,분홍색,27.6,2021,71.36
대형,1.32,74.9,검은색,10.2,2015,49.434
중형,1.19,83.0,푸른색,27.3,2012,49.385
중형,1.16,81.9,초록색,19.0,2015,47.502
대형,1.43,75.2,푸른색,9.3,2013,53.768
중형,1.06,95.1,붉은색,29.2,2013,50.403
중형,1.26,108.9,초록색,20.1,2015,68.607
중형,1.25,117.3,붉은색,12.5,2008,73.312
소형,0.93,99.7,흰색,28.7,2007,46.361
중형,1.14,103.0,초록색,22.7,2006,58.71
중형,1.24,93.1,푸른색,19.8,2016,57.722
대형,1.46,89.5,회색,10.5,2010,65.335
중형,1.11,97.5,푸른색,7.8,2018,54.113
대형,1.41,79.3,붉은색,14.3,2011,55.907
중형,1.15,98.9,검은색,22.9,2019,56.868
대형,1.37,76.8,초록색,24.3,2008,52.608
대형,1.43,90.0,검은색,11.4,2019,64.35
대형,1.43,87.0,푸른색,26.3,2018,62.205
중형,1.21,91.3,회색,7.6,2019,55.237
중형,1.08,90.0,분홍색,16.6,2018,48.6
중형,1.21,117.9,검은색,18.6,2011,71.329
대형,1.35,78.7,흰색,16.5,2012,53.123
중형,1.2,99.3,초록색,10.1,2021,59.58
중형,1.21,108.9,회색,7.4,2015,65.885
대형,1.47,89.3,검은색,10.4,2018,65.636
대형,1.28,72.6,분홍색,20.6,2020,46.464
중형,1.09,93.0,푸른색,12.3,2008,50.685
중형,1.2,103.4,초록색,29.5,2016,62.04
소형,0.96,103.4,푸른색,19.6,2012,49.632
중형,1.14,95.8,초록색,18.6,2019,54.606
대형,1.27,70.9,흰색,27.3,2014,45.022
소형,0.97,103.5,흰색,13.2,2021,50.197
소형,1.03,92.4,회색,9.7,2020,47.586
중형,1.08,118.8,푸른색,14.2,2018,64.152
대형,1.42,88.2,회색,14.1,2011,62.622
대형,1.36,86.2,초록색,9.9,2008,58.616
소형,0.95,99.2,초록색,12.0,2006,47.12
대형,1.5,89.1,회색,25.0,2016,66.825
소형,1.01,97.2,흰색,24.1,2014,49.086
소형,1.04,108.3,검은색,28.0,2019,56.316
대형,1.3,83.7,회색,11.6,2009,54.405
중형,1.27,117.0,푸른색,17.5,2019,74.295
소형,1.1,103.0,푸른색,18.4,2017,56.65
대형,1.4,80.2,흰색,29.9,2011,56.14
대형,1.25,89.3,붉은색,17.3,2007,55.813
중형,1.05,102.9,흰색,11.6,2010,54.023
대형,1.47,79.0,붉은색,25.8,2018,58.065
소형,1.05,85.8,분홍색,25.3,2018,45.045
소형,0.93,87.4,푸른색,22.6,2005,40.641
대형,1.49,75.7,푸른색,26.4,2007,56.397
대형,1.47,71.5,검은색,22.8,2007,52.553
중형,1.26,116.3,검은색,17.5,2009,73.269
소형,0.97,85.0,푸른색,21.9,2019,41.225
대형,1.4,85.1,검은색,14.8,2018,59.57
대형,1.31,77.8,푸른색,21.0,2014,50.959
소형,0.91,81.1,분홍색,10.2,2007,36.901
중형,1.26,84.4,푸른색,24.3,2008,53.172
중형,1.13,80.8,분홍색,21.2,2006,45.652
대형,1.38,85.1,푸른색,26.9,2006,58.719
소형,0.99,106.1,푸른색,7.4,2014,52.52
대형,1.44,84.8,흰색,26.5,2015,61.056
대형,1.32,73.2,회색,12.9,2010,48.312
대형,1.25,87.3,분홍색,17.7,2016,54.563
중형,1.12,113.5,흰색,20.5,2011,63.56
중형,1.11,108.2,검은색,21.1,2020,60.051
대형,1.31,74.6,검은색,24.4,2017,48.863
중형,1.19,108.8,검은색,21.4,2020,64.736
소형,1.06,88.1,분홍색,14.3,2017,46.693
소형,1.01,109.3,회색,13.6,2012,55.197
대형,1.27,85.4,분홍색,23.6,2005,54.229
중형,1.26,94.7,초록색,24.1,2017,59.661
소형,0.97,99.4,초록색,25.5,2015,48.209
중형,1.16,116.9,회색,19.5,2011,67.802
소형,1.03,90.6,푸른색,17.5,2014,46.659
소형,1.04,80.4,흰색,14.9,2005,41.808
소형,0.92,99.7,붉은색,13.1,2010,45.862
대형,1.33,84.1,붉은색,28.9,2020,55.927
중형,1.22,118.9,푸른색,8.4,2013,72.529
중형,1.25,124.8,붉은색,18.1,2019,78.0
중형,1.09,84.6,검은색,28.1,2005,46.107
대형,1.39,83.8,회색,20.2,2020,58.241
중형,1.3,81.4,초록색,21.3,2019,52.91
중형,1.2,111.6,초록색,25.6,2006,66.96
중형,1.22,98.0,흰색,22.7,2019,59.78
대형,1.41,73.9,흰색,11.0,2007,52.099
중형,1.12,97.9,회색,22.1,2012,54.824
대형,1.36,71.9,푸른색,15.1,2021,48.892
대형,1.48,73.7,붉은색,27.0,2010,54.538
대형,1.37,86.5,흰색,26.6,2021,59.253
대형,1.5,79.3,회색,8.5,2005,59.475
대형,1.36,74.2,흰색,26.4,2006,50.456
소형,1.1,84.6,회색,28.6,2007,46.53
소형,1.0,96.1,푸른색,28.4,2013,48.05
중형,1.29,95.9,회색,27.8,2015,61.856
대형,1.48,85.5,흰색,20.7,2015,63.27
대형,1.34,75.5,붉은색,8.9,2018,50.585
대형,1.26,89.7,푸른색,14.1,2013,56.511
대형,1.31,73.0,푸른색,27.0,2014,47.815
소형,0.94,95.6,푸른색,16.7,2007,44.932
대형,1.28,76.2,흰색,28.1,2006,48.768
소형,1.07,97.2,회색,26.0,2021,52.002
소형,1.03,105.7,흰색,11.8,2010,54.436
중형,1.25,119.0,회색,11.7,2012,74.375
소형,0.95,93.4,붉은색,26.3,2005,44.365
대형,1.32,74.6,분홍색,21.4,2018,49.236
소형,1.09,102.7,붉은색,14.3,2018,55.972
중형,1.29,98.7,초록색,15.8,2010,63.662
소형,1.0,82.4,초록색,17.4,2014,41.2
중형,1.26,109.5,붉은색,29.8,2016,68.985
대형,1.28,76.0,검은색,7.0,2015,48.64
소형,0.95,86.0,붉은색,25.2,2016,40.85
중형,1.19,123.0,회색,28.9,2021,73.185
대형,1.32,82.3,초록색,24.1,2015,54.318
소형,1.07,99.4,분홍색,26.2,2011,53.179
소형,1.1,107.2,검은색,14.1,2015,58.96
소형,0.98,91.2,회색,30.0,2018,44.688
소형,0.99,107.7,분홍색,9.9,2007,53.312
소형,1.01,108.2,붉은색,20.4,2012,54.641
대형,1.33,76.7,붉은색,13.0,2020,51.006
소형,0.96,84.4,초록색,7.2,2013,40.512
중형,1.19,119.7,검은색,21.6,2007,71.221
중형,1.29,112.9,회색,13.2,2011,72.821
중형,1.07,98.4,회색,24.3,2015,52.644
소형,1.09,94.3,초록색,14.0,2005,51.394
중형,1.11,86.4,흰색,11.4,2018,47.952
중형,1.1,116.9,붉은색,18.2,2011,64.295
대형,1.35,75.8,회색,21.0,2014,51.165
중형,1.3,88.5,분홍색,26.0,2010,57.525
소형,0.97,107.3,푸른색,8.6,2008,52.041
대형,1.45,81.3,초록색,17.7,2011,58.943
중형,1.12,87.2,분홍색,21.8,2011,48.832
소형,0.97,89.4,검은색,29.0,2021,43.359
소형,1.08,86.7,회색,29.3,2018,46.818
소형,1.0,104.5,검은색,25.4,2020,52.25
소형,1.04,86.2,회색,18.0,2013,44.824
대형,1.47,75.1,검은색,12.8,2014,55.199
중형,1.21,125.0,초록색,27.0,2012,75.625
중형,1.2,93.7,분홍색,11.0,2018,56.22
소형,0.99,92.2,초록색,28.4,2012,45.639
대형,1.48,71.3,흰색,25.0,2015,52.762
대형,1.48,81.8,초록색,26.7,2020,60.532
중형,1.2,107.4,회색,13.8,2021,64.44
중형,1.09,82.7,푸른색,16.8,2014,45.072
소형,0.96,100.1,흰색,10.5,2005,48.048
소형,1.05,99.3,검은색,23.5,2010,52.133
대형,1.27,75.1,푸른색,17.6,2006,47.689
소형,0.94,98.2,회색,25.4,2020,46.154
중형,1.3,87.0,회색,21.4,2005,56.55
대형,1.28,71.8,붉은색,8.7,2014,45.952
대형,1.36,82.6,푸른색,19.5,2006,56.168
소형,0.92,102.4,회색,21.1,2020,47.104
소형,0.95,92.2,분홍색,17.4,2009,43.795
중형,1.19,110.9,흰색,23.5,2007,65.986
소형,0.91,93.2,푸른색,19.6,2005,42.406
중형,1.13,89.5,분홍색,23.9,2010,50.568
대형,1.39,79.7,분홍색,10.9,2012,55.392
소형,0.97,96.8,흰색,21.6,2005,46.948
중형,1.11,121.6,초록색,23.5,2016,67.488
대형,1.29,85.0,분홍색,27.5,2020,54.825
소형,0.96,102.6,분홍색,11.8,2006,49.248
중형,1.28,95.5,검은색,11.4,2007,61.12
대형,1.46,77.2,흰색,26.2,2007,56.356
소형,1.04,107.8,푸른색,26.6,2019,56.056
대형,1.43,81.7,검은색,28.2,2007,58.416
소형,0.93,95.3,흰색,29.6,2019,44.315
소형,0.93,97.7,푸른색,20.3,2014,45.431
중형,1.13,108.2,회색,18.9,2008,61.133
중형,1.27,117.5,푸른색,8.6,2018,74.612
대형,1.45,85.5,분홍색,7.6,2011,61.987
대형,1.25,89.2,푸른색,14.2,2008,55.75
소형,0.98,97.9,분홍색,11.4,2009,47.971
소형,1.03,87.2,초록색,22.8,2009,44.908
중형,1.18,117.6,검은색,23.5,2010,69.384
대형,1.43,73.5,회색,29.1,2011,52.552
대형,1.31,74.0,분홍색,29.1,2010,48.47
중형,1.14,96.8,회색,18.2,2021,55.176
대형,1.33,72.4,회색,29.8,2015,48.146
소형,1.05,107.9,붉은색,9.5,2014,56.648
소형,0.98,91.8,분홍색,21.1,2014,44.982
중형,1.23,121.5,검은색,13.0,2012,74.722
중형,1.09,109.8,흰색,10.2,2012,59.841
대형,1.45,76.2,초록색,28.6,2014,55.245
소형,0.97,90.8,분홍색,27.7,2015,44.038
대형,1.27,80.7,푸른색,13.3,2020,51.245
중형,1.14,90.6,붉은색,11.1,2008,51.642
소형,1.04,84.6,푸른색,14.9,2012,43.992
중형,1.15,80.6,초록색,29.5,2007,46.345
소형,0.91,101.0,초록색,21.5,2009,45.955
중형,1.19,121.2,분홍색,19.9,2008,72.114
소형,1.0,93.8,붉은색,15.2,2021,46.9
소형,0.96,94.5,흰색,26.7,2015,45.36
대형,1.27,89.7,분홍색,18.2,2021,56.96
중형,1.16,91.8,붉은색,29.9,2021,53.244
대형,1.5,79.7,흰색,18.3,2021,59.775
대형,1.34,79.2,붉은색,29.4,2013,53.064
중형,1.06,124.4,붉은색,23.4,2016,65.932
중형,1.11,113.9,검은색,24.4,2021,63.215
대형,1.45,83.4,붉은색,14.0,2020,60.465
소형,1.1,96.1,분홍색,23.3,2005,52.855
소형,1.06,92.4,분홍색,13.2,2009,48.972
소형,1.01,92.8,회색,13.2,2017,46.864
대형,1.32,79.3,초록색,22.3,2021,52.338
대형,1.37,74.4,초록색,7.7,2011,50.964
중형,1.28,82.4,검은색,11.9,2008,52.736
소형,0.93,87.4,푸른색,29.3,2020,40.641
대형,1.31,81.3,푸른색,21.3,2018,53.252
소형,1.07,87.6,회색,9.5,2010,46.866
대형,1.37,84.3,흰색,28.2,2007,57.746
소형,1.06,96.4,분홍색,7.0,2009,51.092
소형,1.02,102.7,회색,9.2,2017,52.377
대형,1.27,71.6,분홍색,23.5,2018,45.466
중형,1.06,113.7,회색,10.4,2018,60.261
중형,1.09,86.7,회색,27.2,2009,47.252
소형,0.97,83.7,분홍색,28.2,2018,40.595
대형,1.28,84.6,분홍색,13.4,2016,54.144
대형,1.36,73.4,분홍색,16.3,2018,49.912
대형,1.44,75.9,분홍색,28.3,2020,54.648
대형,1.25,73.4,분홍색,19.0,2011,45.875
중형,1.1,114.8,흰색,14.4,2018,63.14
중형,1.27,99.0,푸른색,8.0,2010,62.865
소형,0.97,99.5,초록색,24.3,2012,48.258
대형,1.3,84.0,흰색,25.5,2006,54.6
소형,0.91,103.8,분홍색,20.0,2007,47.229
소형,1.1,108.0,흰색,13.4,2011,59.4
소형,1.01,80.1,검은색,19.4,2012,40.451
대형,1.41,84.2,초록색,8.0,2019,59.361
소형,1.04,89.4,분홍색,11.4,2018,46.488
소형,1.03,101.6,푸른색,22.8,2018,52.324
대형,1.42,75.6,분홍색,13.2,2006,53.676
소형,0.93,92.9,회색,12.2,2020,43.199
소형,1.05,84.6,붉은색,17.0,2021,44.415
중형,1.11,104.6,검은색,26.5,2014,58.053
중형,1.06,116.7,검은색,29.7,2015,61.851
중형,1.13,123.2,흰색,14.9,2018,69.608
대형,1.43,76.7,붉은색,27.0,2012,54.84
중형,1.1,85.3,검은색,21.1,2006,46.915
소형,1.1,109.1,흰색,24.7,2010,60.005
중형,1.18,104.2,회색,17.9,2008,61.478
중형,1.29,117.5,회색,8.7,2006,75.788
소형,0.93,91.5,푸른색,7.8,2006,42.547
소형,1.0,110.0,분홍색,19.0,2009,55.0
소형,0.94,80.4,검은색,10.3,2008,37.788
소형,0.98,90.5,회색,9.9,2020,44.345
중형,1.11,89.6,검은색,23.8,2010,49.728
중형,1.21,96.1,회색,11.4,2017,58.141
소형,1.01,109.4,검은색,17.6,2018,55.247
중형,1.17,120.1,푸른색,11.9,2017,70.258
대형,1.43,84.5,분홍색,11.8,2016,60.417
중형,1.26,122.0,분홍색,10.2,2013,76.86
소형,0.98,101.5,검은색,15.1,2005,49.735
대형,1.34,81.5,푸른색,7.4,2016,54.605
대형,1.44,77.8,초록색,28.3,2006,56.016
대형,1.38,71.0,초록색,7.9,2021,48.99
소형,1.09,84.7,분홍색,11.0,2013,46.162
소형,0.92,82.3,푸른색,24.9,2020,37.858
대형,1.44,74.1,초록색,15.6,2006,53.352
중형,1.12,109.7,분홍색,26.1,2016,61.432
소형,1.05,98.3,초록색,16.2,2018,51.608
중형,1.22,101.7,회색,15.1,2015,62.037
소형,0.94,81.6,푸른색,10.1,2018,38.352
대형,1.38,76.7,분홍색,15.5,2021,52.923
중형,1.08,119.0,붉은색,16.7,2007,64.26
중형,1.24,92.1,회색,23.2,2010,57.102
대형,1.39,79.3,분홍색,14.7,2008,55.114
중형,1.09,96.7,흰색,23.1,2018,52.702
중형,1.3,105.8,초록색,25.9,2005,68.77
중형,1.24,99.2,검은색,9.5,2006,61.504
소형,1.01,92.9,붉은색,25.9,2011,46.915
대형,1.3,80.3,푸른색,28.6,2018,52.195
대형,1.44,71.0,검은색,26.8,2018,51.12
소형,0.98,99.3,회색,25.1,2009,48.657
중형,1.25,113.2,붉은색,29.7,2013,70.75
중형,1.15,116.4,붉은색,25.8,2013,66.93
중형,1.13,115.8,붉은색,23.9,2008,65.427
중형,1.22,104.1,분홍색,23.2,2011,63.501
중형,1.22,97.2,검은색,16.3,2013,59.292
대형,1.39,82.7,초록색,10.0,2015,57.477
대형,1.46,78.5,붉은색,22.2,2015,57.305
소형,1.0,87.1,회색,19.4,2021,43.55
중형,1.06,114.8,흰색,27.6,2011,60.844
중형,1.19,89.4,흰색,18.4,2012,53.193
소형,1.06,105.5,흰색,13.5,2008,55.915
중형,1.29,123.3,초록색,20.6,2017,79.529
소형,0.93,97.0,분홍색,12.8,2014,45.105
중형,1.1,103.5,흰색,22.0,2007,56.925
중형,1.19,118.2,회색,10.0,2012,70.329
대형,1.26,78.5,분홍색,22.1,2015,49.455
대형,1.5,75.6,푸른색,23.9,2014,56.7
소형,0.91,108.7,검은색,8.9,2017,49.459
대형,1.3,81.3,회색,17.0,2009,52.845
소형,0.91,100.1,검은색,23.3,2006,45.546
소형,0.92,104.0,검은색,11.8,2013,47.84
소형,0.94,88.4,초록색,17.1,2007,41.548
소형,0.99,93.9,흰색,23.4,2012,46.48
소형,1.07,97.0,분홍색,10.1,2019,51.895
중형,1.1,111.4,붉은색,11.1,2013,61.27
중형,1.22,108.9,푸른색,26.0,2010,66.429
소형,1.07,90.1,흰색,17.3,2021,48.204
중형,1.25,100.3,푸른색,28.1,2014,62.688
소형,1.03,93.1,분홍색,24.5,2020,47.947
중형,1.15,118.5,분홍색,28.5,2010,68.138
대형,1.32,71.1,검은색,20.9,2015,46.926
중형,1.13,86.2,붉은색,23.6,2016,48.703
대형,1.46,80.5,푸른색,14.6,2014,58.765
중형,1.22,103.8,붉은색,24.8,2014,63.318
소형,1.04,94.4,회색,17.2,2019,49.088
소형,0.94,104.9,흰색,14.2,2006,49.303
대형,1.47,75.6,푸른색,16.9,2020,55.566
중형,1.26,117.7,흰색,24.6,2021,74.151
소형,0.91,86.5,붉은색,26.4,2013,39.358
소형,0.93,99.9,붉은색,9.2,2020,46.454
중형,1.05,106.1,붉은색,10.2,2012,55.703
중형,1.25,122.9,회색,15.3,2007,76.812
중형,1.14,110.4,붉은색,25.7,2011,62.928
중형,1.14,100.9,푸른색,28.0,2009,57.513
소형,1.0,97.6,초록색,25.1,2012,48.8
대형,1.49,70.8,분홍색,15.4,2012,52.746
소형,1.01,93.3,붉은색,21.5,2015,47.117
중형,1.27,90.9,검은색,23.9,2013,57.722
중형,1.14,114.7,흰색,13.7,2014,65.379
대형,1.37,78.1,붉은색,24.3,2013,53.499
소형,1.02,97.8,회색,28.1,2015,49.878
중형,1.26,113.5,회색,13.4,2017,71.505
중형,1.17,89.5,붉은색,17.1,2008,52.357
대형,1.44,86.1,초록색,9.1,2014,61.992
대형,1.47,73.5,검은색,28.3,2019,54.023
대형,1.39,71.2,검은색,9.9,2016,49.484
소형,0.9,105.1,회색,23.7,2018,47.295
소형,0.97,82.8,푸른색,8.3,2020,40.158
소형,0.95,82.1,붉은색,19.1,2013,38.998
대형,1.33,72.2,회색,29.4,2019,48.013
중형,1.27,93.9,초록색,28.9,2021,59.627
대형,1.36,70.6,분홍색,16.2,2009,48.008
소형,0.91,86.9,회색,13.7,2013,39.54
중형,1.2,111.2,초록색,28.2,2018,66.72
소형,0.94,90.0,붉은색,10.9,2006,42.3
중형,1.18,100.8,초록색,17.0,2006,59.472
대형,1.33,73.7,초록색,26.8,2013,49.011
소형,1.02,95.7,분홍색,11.6,2007,48.807
중형,1.1,97.5,푸른색,10.6,2010,53.625
대형,1.28,87.3,검은색,13.6,2006,55.872
중형,1.06,123.2,검은색,16.9,2018,65.296
중형,1.2,90.2,붉은색,26.4,2012,54.12
대형,1.48,78.0,회색,14.0,2016,57.72
소형,0.93,84.1,흰색,21.1,2010,39.107
중형,1.26,95.8,검은색,10.8,2009,60.354
소형,0.97,88.6,흰색,8.7,2017,42.971
소형,0.9,92.4,흰색,21.7,2006,41.58
소형,0.98,83.4,분홍색,21.4,2008,40.866
소형,1.02,86.4,초록색,21.8,2018,44.064
대형,1.41,85.9,흰색,13.2,2019,60.559
대형,1.29,86.3,붉은색,8.6,2013,55.664
중형,1.26,106.3,초록색,25.2,2009,66.969
소형,0.94,99.7,흰색,19.3,2017,46.859
대형,1.44,81.2,분홍색,7.0,2006,58.464
대형,1.27,85.0,검은색,22.3,2008,53.975
소형,1.04,108.3,흰색,29.4,2020,56.316
중형,1.13,106.9,흰색,21.4,2009,60.399
소형,0.94,96.9,흰색,15.0,2013,45.543
중형,1.27,120.7,붉은색,15.5,2019,76.645
대형,1.4,83.8,흰색,10.2,2007,58.66
중형,1.05,122.8,흰색,28.1,2019,64.47
대형,1.29,88.6,흰색,9.2,2012,57.147
소형,1.03,85.9,회색,13.8,2009,44.239
중형,1.29,84.1,흰색,8.5,2020,54.245
대형,1.29,88.7,푸른색,16.5,2008,57.212
중형,1.09,104.5,붉은색,22.4,2016,56.953
소형,1.0,92.2,분홍색,9.3,2017,46.1
소형,0.93,99.9,분홍색,8.1,2011,46.454
대형,1.47,76.6,검은색,21.6,2014,56.301
대형,1.25,86.7,초록색,29.4,2012,54.188
대형,1.43,79.7,회색,19.6,2005,56.986
소형,1.08,84.9,푸른색,18.3,2008,45.846
대형,1.4,73.2,붉은색,18.1,2011,51.24
소형,1.02,105.6,푸른색,8.9,2008,53.856
소형,1.02,91.6,회색,26.5,2009,46.716
중형,1.3,104.5,푸른색,11.8,2006,67.925
소형,1.01,108.4,붉은색,22.9,2011,54.742
대형,1.41,74.4,회색,19.1,2013,52.452
대형,1.46,74.8,검은색,25.7,2020,54.604
소형,0.92,105.2,푸른색,23.1,2014,48.392
소형,0.92,85.7,회색,10.2,2021,39.422
중형,1.08,98.0,회색,11.7,2011,52.92
소형,0.93,83.1,회색,29.0,2020,38.642
중형,1.16,122.1,푸른색,13.3,2014,70.818
중형,1.16,118.0,푸른색,28.9,2013,68.44
중형,1.08,89.3,회색,9.1,2010,48.222
대형,1.38,80.3,회색,18.9,2011,55.407
소형,0.9,102.8,푸른색,16.7,2018,46.26
중형,1.12,115.7,회색,29.1,2005,64.792
대형,1.41,81.9,검은색,27.6,2011,57.739
중형,1.17,117.4,분홍색,20.6,2015,68.679
소형,0.99,84.6,초록색,25.3,2006,41.877
소형,0.96,92.1,푸른색,8.7,2021,44.208
대형,1.47,82.5,붉은색,13.6,2018,60.637
중형,1.19,119.0,회색,14.2,2005,70.805
중형,1.21,83.5,회색,15.8,2009,50.517
대형,1.3,70.0,푸른색,28.9,2020,45.5
소형,0.96,90.4,흰색,21.8,2020,43.392
중형,1.09,88.3,흰색,11.7,2011,48.124
중형,1.11,101.4,초록색,26.9,2017,56.277
소형,1.04,84.2,흰색,18.3,2005,43.784
소형,1.03,97.7,붉은색,24.9,2016,50.316
대형,1.48,74.9,검은색,9.7,2020,55.426
소형,0.94,106.3,검은색,12.4,2011,49.961
대형,1.29,88.7,흰색,19.3,2015,57.212
소형,1.06,106.8,회색,15.4,2011,56.604
중형,1.25,123.4,회색,11.4,2007,77.125
소형,0.91,104.5,초록색,17.1,2020,47.547
중형,1.07,97.5,흰색,16.7,2019,52.163
소형,1.1,83.4,초록색,23.7,2014,45.87
중형,1.18,93.5,흰색,17.0,2006,55.165
소형,1.03,98.6,붉은색,12.2,2013,50.779
중형,1.09,84.8,분홍색,17.2,2007,46.216
중형,1.29,87.5,분홍색,20.8,2017,56.438
대형,1.47,87.2,푸른색,27.8,2017,64.092
대형,1.26,73.5,검은색,21.4,2008,46.305
대형,1.43,73.6,회색,11.4,2015,52.624
중형,1.26,84.5,검은색,23.2,2014,53.235
소형,1.06,88.4,분홍색,18.5,2006,46.852
소형,1.03,85.8,분홍색,21.6,2017,44.187
대형,1.5,77.9,푸른색,26.7,2015,58.425
중형,1.2,102.8,흰색,19.6,2013,61.68
소형,1.09,102.0,흰색,23.7,2021,55.59
대형,1.42,75.6,회색,7.7,2006,53.676
중형,1.26,119.5,검은색,8.1,2016,75.285
중형,1.06,86.2,흰색,18.7,2014,45.686
소형,0.95,83.9,회색,11.2,2011,39.853
소형,1.02,91.0,흰색,29.2,2007,46.41
대형,1.44,76.2,회색,27.2,2006,54.864
중형,1.24,94.5,흰색,14.2,2018,58.59
소형,0.96,84.9,회색,15.2,2016,40.752
소형,1.06,105.9,초록색,13.9,2018,56.127
중형,1.17,96.7,검은색,14.5,2008,56.569
중형,1.05,94.8,흰색,24.1,2011,49.77
대형,1.34,84.7,회색,8.8,2017,56.749
중형,1.05,114.5,검은색,8.3,2015,60.113
대형,1.47,78.1,초록색,23.4,2006,57.404
소형,1.04,95.2,흰색,13.2,2008,49.504
중형,1.16,100.8,흰색,12.7,2015,58.464
대형,1.36,71.7,흰색,21.7,2014,48.756
중형,1.17,97.0,검은색,25.2,2017,56.745
대형,1.36,86.5,검은색,14.3,2012,58.82
중형,1.13,98.9,검은색,20.5,2006,55.879
중형,1.23,103.6,회색,14.3,2021,63.714
대형,1.37,80.5,검은색,7.2,2015,55.143
대형,1.28,87.1,붉은색,13.7,2020,55.744
소형,0.91,93.1,푸른색,26.0,2020,42.361
대형,1.27,79.3,분홍색,22.3,2014,50.356
대형,1.34,82.5,푸른색,15.9,2015,55.275
대형,1.46,81.7,검은색,8.1,2020,59.641
대형,1.32,70.5,분홍색,25.2,2006,46.53
중형,1.12,97.1,붉은색,9.9,2020,54.376
소형,0.99,90.4,붉은색,13.2,2005,44.748
대형,1.39,84.4,검은색,29.7,2012,58.658
소형,0.93,87.8,흰색,13.9,2012,40.827
대형,1.41,75.7,회색,22.0,2017,53.368
대형,1.27,79.3,회색,26.0,2010,50.356
중형,1.22,107.9,검은색,10.8,2007,65.819
대형,1.46,73.6,흰색,25.5,2018,53.728
중형,1.26,103.8,회색,19.9,2007,65.394
대형,1.32,78.0,분홍색,16.5,2017,51.48
소형,1.1,96.6,푸른색,22.8,2007,53.13
중형,1.05,89.1,붉은색,23.5,2018,46.778
소형,1.02,93.3,분홍색,23.3,2014,47.583
소형,0.95,83.3,분홍색,29.2,2018,39.568
소형,0.9,94.1,푸른색,24.0,2012,42.345
소형,0.98,106.7,검은색,29.5,2013,52.283
소형,1.08,106.4,흰색,26.8,2018,57.456
소형,1.1,102.9,붉은색,29.7,2017,56.595
대형,1.5,80.9,분홍색,15.2,2010,60.675
중형,1.06,96.7,회색,23.3,2018,51.251
대형,1.44,70.3,푸른색,25.8,2011,50.616
대형,1.29,77.4,초록색,27.6,2007,49.923
중형,1.06,108.5,붉은색,11.7,2012,57.505
중형,1.14,105.6,흰색,27.4,2018,60.192
중형,1.21,95.1,붉은색,12.3,2010,57.536
중형,1.18,107.3,푸른색,29.3,2014,63.307
중형,1.08,94.4,초록색,11.3,2006,50.976
중형,1.16,89.6,흰색,25.5,2015,51.968
대형,1.25,86.8,흰색,27.6,2008,54.25
소형,1.06,93.4,붉은색,22.9,2017,49.502
대형,1.25,84.6,분홍색,29.8,2020,52.875
대형,1.45,82.3,붉은색,11.9,2017,59.668
중형,1.09,123.1,회색,15.1,2011,67.09
소형,0.95,81.0,푸른색,28.2,2013,38.475
대형,1.25,73.6,흰색,9.0,2021,46.0
소형,0.96,101.5,회색,29.8,2015,48.72
중형,1.28,83.2,붉은색,27.6,2009,53.248
대형,1.48,79.3,푸른색,16.6,2018,58.682
소형,0.91,83.7,분홍색,22.7,2010,38.084
소형,0.9,87.5,붉은색,28.1,2017,39.375
대형,1.44,72.3,붉은색,21.7,2019,52.056
소형,1.1,81.5,푸른색,20.5,2010,44.825
대형,1.42,77.0,흰색,10.1,2019,54.67
대형,1.5,83.1,분홍색,24.9,2010,62.325
대형,1.36,76.2,붉은색,12.8,2007,51.816
소형,0.94,85.5,흰색,21.2,2007,40.185
소형,0.96,85.2,흰색,20.7,2021,40.896
소형,1.05,96.0,붉은색,18.5,2021,50.4
소형,1.02,109.6,흰색,19.8,2011,55.896
중형,1.13,80.8,흰색,29.2,2018,45.652
중형,1.18,90.7,푸른색,24.2,2020,53.513
대형,1.28,86.8,검은색,13.4,2007,55.552
소형,1.08,100.0,푸른색,18.3,2013,54.0
중형,1.25,118.7,회색,17.8,2018,74.188
소형,1.08,94.9,흰색,25.1,2010,51.246
대형,1.39,71.0,회색,24.0,2009,49.345
소형,1.0,97.6,검은색,18.5,2007,48.8
대형,1.34,71.8,흰색,16.0,2014,48.106
소형,1.07,97.7,푸른색,24.1,2011,52.27
소형,0.96,98.9,회색,15.0,2012,47.472
중형,1.29,124.9,흰색,28.9,2012,80.561
소형,0.93,97.5,푸른색,15.7,2005,45.338
대형,1.44,79.2,붉은색,22.2,2019,57.024
소형,1.06,81.0,푸른색,26.0,2011,42.93
소형,0.92,106.2,푸른색,22.4,2018,48.852
중형,1.17,89.7,흰색,16.1,2018,52.474
대형,1.27,88.1,흰색,10.2,2010,55.944
